conj_verb	inf_verb	code	region	mood	gender	tense	person	sing_or_plural	haver_verb	anar_verb	pos_neg_cmd
vam morir	morir			I		passat_perifrastic	1	P		vam	0
vau morir	morir			I		passat_perifrastic	2	P		vau	0
van morir	morir			I		passat_perifrastic	3	P		van	0
he olorat	olorar			I		perfet	1	S	he		0
has olorat	olorar			I		perfet	2	S	has		0
ha olorat	olorar			I		perfet	3	S	ha		0
hem olorat	olorar			I		perfet	1	P	hem		0
heu olorat	olorar			I		perfet	2	P	heu		0
han olorat	olorar			I		perfet	3	P	han		0
vaig olorar	olorar			I		passat_perifrastic	1	S		vaig	0
vas olorar	olorar			I		passat_perifrastic	2	S		vas	0
va olorar	olorar			I		passat_perifrastic	3	S		va	0
vam olorar	olorar			I		passat_perifrastic	1	P		vam	0
vau olorar	olorar			I		passat_perifrastic	2	P		vau	0
van olorar	olorar			I		passat_perifrastic	3	P		van	0
he parlat	parlar			I		perfet	1	S	he		0
has parlat	parlar			I		perfet	2	S	has		0
ha parlat	parlar			I		perfet	3	S	ha		0
hem parlat	parlar			I		perfet	1	P	hem		0
heu parlat	parlar			I		perfet	2	P	heu		0
han parlat	parlar			I		perfet	3	P	han		0
vaig parlar	parlar			I		passat_perifrastic	1	S		vaig	0
vas parlar	parlar			I		passat_perifrastic	2	S		vas	0
va parlar	parlar			I		passat_perifrastic	3	S		va	0
vam parlar	parlar			I		passat_perifrastic	1	P		vam	0
vau parlar	parlar			I		passat_perifrastic	2	P		vau	0
van parlar	parlar			I		passat_perifrastic	3	P		van	0
he pensat	pensar			I		perfet	1	S	he		0
has pensat	pensar			I		perfet	2	S	has		0
ha pensat	pensar			I		perfet	3	S	ha		0
hem pensat	pensar			I		perfet	1	P	hem		0
heu pensat	pensar			I		perfet	2	P	heu		0
han pensat	pensar			I		perfet	3	P	han		0
vaig pensar	pensar			I		passat_perifrastic	1	S		vaig	0
vas pensar	pensar			I		passat_perifrastic	2	S		vas	0
va pensar	pensar			I		passat_perifrastic	3	S		va	0
vam pensar	pensar			I		passat_perifrastic	1	P		vam	0
vau pensar	pensar			I		passat_perifrastic	2	P		vau	0
van pensar	pensar			I		passat_perifrastic	3	P		van	0
he pogut	poder			I		perfet	1	S	he		0
has pogut	poder			I		perfet	2	S	has		0
ha pogut	poder			I		perfet	3	S	ha		0
hem pogut	poder			I		perfet	1	P	hem		0
heu pogut	poder			I		perfet	2	P	heu		0
han pogut	poder			I		perfet	3	P	han		0
vaig poder	poder			I		passat_perifrastic	1	S		vaig	0
vas poder	poder			I		passat_perifrastic	2	S		vas	0
va poder	poder			I		passat_perifrastic	3	S		va	0
vam poder	poder			I		passat_perifrastic	1	P		vam	0
vau poder	poder			I		passat_perifrastic	2	P		vau	0
van poder	poder			I		passat_perifrastic	3	P		van	0
he podrit	podrir			I		perfet	1	S	he		0
has podrit	podrir			I		perfet	2	S	has		0
ha podrit	podrir			I		perfet	3	S	ha		0
hem podrit	podrir			I		perfet	1	P	hem		0
heu podrit	podrir			I		perfet	2	P	heu		0
han podrit	podrir			I		perfet	3	P	han		0
vaig podrir	podrir			I		passat_perifrastic	1	S		vaig	0
vas podrir	podrir			I		passat_perifrastic	2	S		vas	0
va podrir	podrir			I		passat_perifrastic	3	S		va	0
vam podrir	podrir			I		passat_perifrastic	1	P		vam	0
vau podrir	podrir			I		passat_perifrastic	2	P		vau	0
van podrir	podrir			I		passat_perifrastic	3	P		van	0
he portat	portar			I		perfet	1	S	he		0
has portat	portar			I		perfet	2	S	has		0
ha portat	portar			I		perfet	3	S	ha		0
hem portat	portar			I		perfet	1	P	hem		0
heu portat	portar			I		perfet	2	P	heu		0
han portat	portar			I		perfet	3	P	han		0
vaig portar	portar			I		passat_perifrastic	1	S		vaig	0
vas portar	portar			I		passat_perifrastic	2	S		vas	0
va portar	portar			I		passat_perifrastic	3	S		va	0
vam portar	portar			I		passat_perifrastic	1	P		vam	0
vau portar	portar			I		passat_perifrastic	2	P		vau	0
van portar	portar			I		passat_perifrastic	3	P		van	0
he posat	posar			I		perfet	1	S	he		0
has posat	posar			I		perfet	2	S	has		0
ha posat	posar			I		perfet	3	S	ha		0
hem posat	posar			I		perfet	1	P	hem		0
heu posat	posar			I		perfet	2	P	heu		0
han posat	posar			I		perfet	3	P	han		0
vaig posar	posar			I		passat_perifrastic	1	S		vaig	0
vas posar	posar			I		passat_perifrastic	2	S		vas	0
va posar	posar			I		passat_perifrastic	3	S		va	0
vam posar	posar			I		passat_perifrastic	1	P		vam	0
vau posar	posar			I		passat_perifrastic	2	P		vau	0
van posar	posar			I		passat_perifrastic	3	P		van	0
he predit	predir			I		perfet	1	S	he		0
has predit	predir			I		perfet	2	S	has		0
ha predit	predir			I		perfet	3	S	ha		0
hem predit	predir			I		perfet	1	P	hem		0
heu predit	predir			I		perfet	2	P	heu		0
han predit	predir			I		perfet	3	P	han		0
vaig predir	predir			I		passat_perifrastic	1	S		vaig	0
vas predir	predir			I		passat_perifrastic	2	S		vas	0
va predir	predir			I		passat_perifrastic	3	S		va	0
vam predir	predir			I		passat_perifrastic	1	P		vam	0
vau predir	predir			I		passat_perifrastic	2	P		vau	0
van predir	predir			I		passat_perifrastic	3	P		van	0
he produït	produir			I		perfet	1	S	he		0
has produït	produir			I		perfet	2	S	has		0
ha produït	produir			I		perfet	3	S	ha		0
hem produït	produir			I		perfet	1	P	hem		0
heu produït	produir			I		perfet	2	P	heu		0
han produït	produir			I		perfet	3	P	han		0
vaig produir	produir			I		passat_perifrastic	1	S		vaig	0
vas produir	produir			I		passat_perifrastic	2	S		vas	0
va produir	produir			I		passat_perifrastic	3	S		va	0
vam produir	produir			I		passat_perifrastic	1	P		vam	0
vau produir	produir			I		passat_perifrastic	2	P		vau	0
van produir	produir			I		passat_perifrastic	3	P		van	0
he prohibit	prohibir			I		perfet	1	S	he		0
has prohibit	prohibir			I		perfet	2	S	has		0
ha prohibit	prohibir			I		perfet	3	S	ha		0
hem prohibit	prohibir			I		perfet	1	P	hem		0
heu prohibit	prohibir			I		perfet	2	P	heu		0
han prohibit	prohibir			I		perfet	3	P	han		0
vaig prohibir	prohibir			I		passat_perifrastic	1	S		vaig	0
vas prohibir	prohibir			I		passat_perifrastic	2	S		vas	0
va prohibir	prohibir			I		passat_perifrastic	3	S		va	0
vam prohibir	prohibir			I		passat_perifrastic	1	P		vam	0
vau prohibir	prohibir			I		passat_perifrastic	2	P		vau	0
van prohibir	prohibir			I		passat_perifrastic	3	P		van	0
he refusat	refusar			I		perfet	1	S	he		0
has refusat	refusar			I		perfet	2	S	has		0
ha refusat	refusar			I		perfet	3	S	ha		0
hem refusat	refusar			I		perfet	1	P	hem		0
heu refusat	refusar			I		perfet	2	P	heu		0
han refusat	refusar			I		perfet	3	P	han		0
vaig refusar	refusar			I		passat_perifrastic	1	S		vaig	0
vas refusar	refusar			I		passat_perifrastic	2	S		vas	0
va refusar	refusar			I		passat_perifrastic	3	S		va	0
vam refusar	refusar			I		passat_perifrastic	1	P		vam	0
vau refusar	refusar			I		passat_perifrastic	2	P		vau	0
van refusar	refusar			I		passat_perifrastic	3	P		van	0
he rigut	riure			I		perfet	1	S	he		0
has rigut	riure			I		perfet	2	S	has		0
ha rigut	riure			I		perfet	3	S	ha		0
hem rigut	riure			I		perfet	1	P	hem		0
heu rigut	riure			I		perfet	2	P	heu		0
han rigut	riure			I		perfet	3	P	han		0
vaig riure	riure			I		passat_perifrastic	1	S		vaig	0
vas riure	riure			I		passat_perifrastic	2	S		vas	0
va riure	riure			I		passat_perifrastic	3	S		va	0
vam riure	riure			I		passat_perifrastic	1	P		vam	0
vau riure	riure			I		passat_perifrastic	2	P		vau	0
van riure	riure			I		passat_perifrastic	3	P		van	0
he reunit	reunir			I		perfet	1	S	he		0
has reunit	reunir			I		perfet	2	S	has		0
ha reunit	reunir			I		perfet	3	S	ha		0
hem reunit	reunir			I		perfet	1	P	hem		0
heu reunit	reunir			I		perfet	2	P	heu		0
han reunit	reunir			I		perfet	3	P	han		0
vaig reunir	reunir			I		passat_perifrastic	1	S		vaig	0
vas reunir	reunir			I		passat_perifrastic	2	S		vas	0
va reunir	reunir			I		passat_perifrastic	3	S		va	0
vam reunir	reunir			I		passat_perifrastic	1	P		vam	0
vau reunir	reunir			I		passat_perifrastic	2	P		vau	0
van reunir	reunir			I		passat_perifrastic	3	P		van	0
he sabut	saber			I		perfet	1	S	he		0
has sabut	saber			I		perfet	2	S	has		0
ha sabut	saber			I		perfet	3	S	ha		0
hem sabut	saber			I		perfet	1	P	hem		0
heu sabut	saber			I		perfet	2	P	heu		0
han sabut	saber			I		perfet	3	P	han		0
vaig saber	saber			I		passat_perifrastic	1	S		vaig	0
vas saber	saber			I		passat_perifrastic	2	S		vas	0
va saber	saber			I		passat_perifrastic	3	S		va	0
vam saber	saber			I		passat_perifrastic	1	P		vam	0
vau saber	saber			I		passat_perifrastic	2	P		vau	0
van saber	saber			I		passat_perifrastic	3	P		van	0
he seguit	seguir			I		perfet	1	S	he		0
has seguit	seguir			I		perfet	2	S	has		0
ha seguit	seguir			I		perfet	3	S	ha		0
hem seguit	seguir			I		perfet	1	P	hem		0
heu seguit	seguir			I		perfet	2	P	heu		0
han seguit	seguir			I		perfet	3	P	han		0
vaig seguir	seguir			I		passat_perifrastic	1	S		vaig	0
vas seguir	seguir			I		passat_perifrastic	2	S		vas	0
va seguir	seguir			I		passat_perifrastic	3	S		va	0
vam seguir	seguir			I		passat_perifrastic	1	P		vam	0
vau seguir	seguir			I		passat_perifrastic	2	P		vau	0
van seguir	seguir			I		passat_perifrastic	3	P		van	0
he semblat	semblar			I		perfet	1	S	he		0
has semblat	semblar			I		perfet	2	S	has		0
ha semblat	semblar			I		perfet	3	S	ha		0
hem semblat	semblar			I		perfet	1	P	hem		0
heu semblat	semblar			I		perfet	2	P	heu		0
han semblat	semblar			I		perfet	3	P	han		0
vaig semblar	semblar			I		passat_perifrastic	1	S		vaig	0
vas semblar	semblar			I		passat_perifrastic	2	S		vas	0
va semblar	semblar			I		passat_perifrastic	3	S		va	0
vam semblar	semblar			I		passat_perifrastic	1	P		vam	0
vau semblar	semblar			I		passat_perifrastic	2	P		vau	0
van semblar	semblar			I		passat_perifrastic	3	P		van	0
he sentit	sentir			I		perfet	1	S	he		0
has sentit	sentir			I		perfet	2	S	has		0
ha sentit	sentir			I		perfet	3	S	ha		0
hem sentit	sentir			I		perfet	1	P	hem		0
heu sentit	sentir			I		perfet	2	P	heu		0
han sentit	sentir			I		perfet	3	P	han		0
vaig sentir	sentir			I		passat_perifrastic	1	S		vaig	0
vas sentir	sentir			I		passat_perifrastic	2	S		vas	0
va sentir	sentir			I		passat_perifrastic	3	S		va	0
vam sentir	sentir			I		passat_perifrastic	1	P		vam	0
vau sentir	sentir			I		passat_perifrastic	2	P		vau	0
van sentir	sentir			I		passat_perifrastic	3	P		van	0
he somrigut	somriure			I		perfet	1	S	he		0
has somrigut	somriure			I		perfet	2	S	has		0
ha somrigut	somriure			I		perfet	3	S	ha		0
hem somrigut	somriure			I		perfet	1	P	hem		0
heu somrigut	somriure			I		perfet	2	P	heu		0
han somrigut	somriure			I		perfet	3	P	han		0
vaig somriure	somriure			I		passat_perifrastic	1	S		vaig	0
vas somriure	somriure			I		passat_perifrastic	2	S		vas	0
va somriure	somriure			I		passat_perifrastic	3	S		va	0
vam somriure	somriure			I		passat_perifrastic	1	P		vam	0
vau somriure	somriure			I		passat_perifrastic	2	P		vau	0
van somriure	somriure			I		passat_perifrastic	3	P		van	0
he sortit	sortir			I		perfet	1	S	he		0
has sortit	sortir			I		perfet	2	S	has		0
ha sortit	sortir			I		perfet	3	S	ha		0
hem sortit	sortir			I		perfet	1	P	hem		0
heu sortit	sortir			I		perfet	2	P	heu		0
han sortit	sortir			I		perfet	3	P	han		0
vaig sortir	sortir			I		passat_perifrastic	1	S		vaig	0
vas sortir	sortir			I		passat_perifrastic	2	S		vas	0
va sortir	sortir			I		passat_perifrastic	3	S		va	0
vam sortir	sortir			I		passat_perifrastic	1	P		vam	0
vau sortir	sortir			I		passat_perifrastic	2	P		vau	0
van sortir	sortir			I		passat_perifrastic	3	P		van	0
he tingut	tenir			I		perfet	1	S	he		0
has tingut	tenir			I		perfet	2	S	has		0
ha tingut	tenir			I		perfet	3	S	ha		0
hem tingut	tenir			I		perfet	1	P	hem		0
heu tingut	tenir			I		perfet	2	P	heu		0
han tingut	tenir			I		perfet	3	P	han		0
vaig tenir	tenir			I		passat_perifrastic	1	S		vaig	0
vas tenir	tenir			I		passat_perifrastic	2	S		vas	0
va tenir	tenir			I		passat_perifrastic	3	S		va	0
vam tenir	tenir			I		passat_perifrastic	1	P		vam	0
vau tenir	tenir			I		passat_perifrastic	2	P		vau	0
van tenir	tenir			I		passat_perifrastic	3	P		van	0
he tornat	tornar			I		perfet	1	S	he		0
has tornat	tornar			I		perfet	2	S	has		0
ha tornat	tornar			I		perfet	3	S	ha		0
hem tornat	tornar			I		perfet	1	P	hem		0
heu tornat	tornar			I		perfet	2	P	heu		0
han tornat	tornar			I		perfet	3	P	han		0
vaig tornar	tornar			I		passat_perifrastic	1	S		vaig	0
vas tornar	tornar			I		passat_perifrastic	2	S		vas	0
va tornar	tornar			I		passat_perifrastic	3	S		va	0
vam tornar	tornar			I		passat_perifrastic	1	P		vam	0
vau tornar	tornar			I		passat_perifrastic	2	P		vau	0
van tornar	tornar			I		passat_perifrastic	3	P		van	0
he triat	triar			I		perfet	1	S	he		0
has triat	triar			I		perfet	2	S	has		0
ha triat	triar			I		perfet	3	S	ha		0
hem triat	triar			I		perfet	1	P	hem		0
heu triat	triar			I		perfet	2	P	heu		0
han triat	triar			I		perfet	3	P	han		0
vaig triar	triar			I		passat_perifrastic	1	S		vaig	0
vas triar	triar			I		passat_perifrastic	2	S		vas	0
va triar	triar			I		passat_perifrastic	3	S		va	0
vam triar	triar			I		passat_perifrastic	1	P		vam	0
vau triar	triar			I		passat_perifrastic	2	P		vau	0
van triar	triar			I		passat_perifrastic	3	P		van	0
he trobat	trobar			I		perfet	1	S	he		0
has trobat	trobar			I		perfet	2	S	has		0
ha trobat	trobar			I		perfet	3	S	ha		0
hem trobat	trobar			I		perfet	1	P	hem		0
heu trobat	trobar			I		perfet	2	P	heu		0
han trobat	trobar			I		perfet	3	P	han		0
vaig trobar	trobar			I		passat_perifrastic	1	S		vaig	0
vas trobar	trobar			I		passat_perifrastic	2	S		vas	0
va trobar	trobar			I		passat_perifrastic	3	S		va	0
vam trobar	trobar			I		passat_perifrastic	1	P		vam	0
vau trobar	trobar			I		passat_perifrastic	2	P		vau	0
van trobar	trobar			I		passat_perifrastic	3	P		van	0
he unit	unir			I		perfet	1	S	he		0
has unit	unir			I		perfet	2	S	has		0
ha unit	unir			I		perfet	3	S	ha		0
hem unit	unir			I		perfet	1	P	hem		0
heu unit	unir			I		perfet	2	P	heu		0
han unit	unir			I		perfet	3	P	han		0
vaig unir	unir			I		passat_perifrastic	1	S		vaig	0
vas unir	unir			I		passat_perifrastic	2	S		vas	0
va unir	unir			I		passat_perifrastic	3	S		va	0
vam unir	unir			I		passat_perifrastic	1	P		vam	0
vau unir	unir			I		passat_perifrastic	2	P		vau	0
van unir	unir			I		passat_perifrastic	3	P		van	0
he valgut	valer			I		perfet	1	S	he		0
has valgut	valer			I		perfet	2	S	has		0
ha valgut	valer			I		perfet	3	S	ha		0
hem valgut	valer			I		perfet	1	P	hem		0
heu valgut	valer			I		perfet	2	P	heu		0
han valgut	valer			I		perfet	3	P	han		0
vaig valer	valer			I		passat_perifrastic	1	S		vaig	0
vas valer	valer			I		passat_perifrastic	2	S		vas	0
va valer	valer			I		passat_perifrastic	3	S		va	0
vam valer	valer			I		passat_perifrastic	1	P		vam	0
vau valer	valer			I		passat_perifrastic	2	P		vau	0
van valer	valer			I		passat_perifrastic	3	P		van	0
he vingut	venir			I		perfet	1	S	he		0
has vingut	venir			I		perfet	2	S	has		0
ha vingut	venir			I		perfet	3	S	ha		0
hem vingut	venir			I		perfet	1	P	hem		0
heu vingut	venir			I		perfet	2	P	heu		0
han vingut	venir			I		perfet	3	P	han		0
vaig venir	venir			I		passat_perifrastic	1	S		vaig	0
vas venir	venir			I		passat_perifrastic	2	S		vas	0
va venir	venir			I		passat_perifrastic	3	S		va	0
vam venir	venir			I		passat_perifrastic	1	P		vam	0
vau venir	venir			I		passat_perifrastic	2	P		vau	0
van venir	venir			I		passat_perifrastic	3	P		van	0
he vist	veure			I		perfet	1	S	he		0
has vist	veure			I		perfet	2	S	has		0
ha vist	veure			I		perfet	3	S	ha		0
hem vist	veure			I		perfet	1	P	hem		0
heu vist	veure			I		perfet	2	P	heu		0
han vist	veure			I		perfet	3	P	han		0
vaig veure	veure			I		passat_perifrastic	1	S		vaig	0
vas veure	veure			I		passat_perifrastic	2	S		vas	0
va veure	veure			I		passat_perifrastic	3	S		va	0
vam veure	veure			I		passat_perifrastic	1	P		vam	0
vau veure	veure			I		passat_perifrastic	2	P		vau	0
van veure	veure			I		passat_perifrastic	3	P		van	0
he viscut	viure			I		perfet	1	S	he		0
has viscut	viure			I		perfet	2	S	has		0
ha viscut	viure			I		perfet	3	S	ha		0
hem viscut	viure			I		perfet	1	P	hem		0
heu viscut	viure			I		perfet	2	P	heu		0
han viscut	viure			I		perfet	3	P	han		0
vaig viure	viure			I		passat_perifrastic	1	S		vaig	0
vas viure	viure			I		passat_perifrastic	2	S		vas	0
va viure	viure			I		passat_perifrastic	3	S		va	0
vam viure	viure			I		passat_perifrastic	1	P		vam	0
vau viure	viure			I		passat_perifrastic	2	P		vau	0
van viure	viure			I		passat_perifrastic	3	P		van	0
he volgut	voler			I		perfet	1	S	he		0
has volgut	voler			I		perfet	2	S	has		0
ha volgut	voler			I		perfet	3	S	ha		0
hem volgut	voler			I		perfet	1	P	hem		0
heu volgut	voler			I		perfet	2	P	heu		0
han volgut	voler			I		perfet	3	P	han		0
vaig voler	voler			I		passat_perifrastic	1	S		vaig	0
vas voler	voler			I		passat_perifrastic	2	S		vas	0
va voler	voler			I		passat_perifrastic	3	S		va	0
vam voler	voler			I		passat_perifrastic	1	P		vam	0
vau voler	voler			I		passat_perifrastic	2	P		vau	0
van voler	voler			I		passat_perifrastic	3	P		van	0
actuem	actuar	VMSP1P00	central	M	0	0	1	P			neg
actueu	actuar	VMSP2P00	central	M	0	0	2	P			neg
actuï	actuar	VMSP1S0Y	central	M	0	0	1	S			neg
actuï	actuar	VMSP3S0Y	central	M	0	0	3	S			neg
actuïn	actuar	VMSP3P0Y	central	M	0	0	3	P			neg
actuïs	actuar	VMSP2S0Y	central	M	0	0	2	S			neg
adeqüem	adequar	VMSP1P00	central	M	0	0	1	P			neg
adeqüeu	adequar	VMSP2P00	central	M	0	0	2	P			neg
adeqüi	adequar	VMSP1S0Y	central	M	0	0	1	S			neg
adeqüi	adequar	VMSP3S0Y	central	M	0	0	3	S			neg
adeqüin	adequar	VMSP3P0Y	central	M	0	0	3	P			neg
adeqüis	adequar	VMSP2S0Y	central	M	0	0	2	S			neg
adquireixi	adquirir	VMSP1S0Y	central	M	0	0	1	S			neg
adquireixi	adquirir	VMSP3S0Y	central	M	0	0	3	S			neg
adquireixin	adquirir	VMSP3P0Y	central	M	0	0	3	P			neg
adquireixis	adquirir	VMSP2S0Y	central	M	0	0	2	S			neg
adquirim	adquirir	VMSP1P00	central	M	0	0	1	P			neg
adquiriu	adquirir	VMSP2P00	central	M	0	0	2	P			neg
agafem	agafar	VMSP1P00	central	M	0	0	1	P			neg
agafeu	agafar	VMSP2P00	central	M	0	0	2	P			neg
agafi	agafar	VMSP1S0Y	central	M	0	0	1	S			neg
agafi	agafar	VMSP3S0Y	central	M	0	0	3	S			neg
agafin	agafar	VMSP3P0Y	central	M	0	0	3	P			neg
agafis	agafar	VMSP2S0Y	central	M	0	0	2	S			neg
alcem	alçar	VMSP1P00	central	M	0	0	1	P			neg
alceu	alçar	VMSP2P00	central	M	0	0	2	P			neg
alci	alçar	VMSP1S0Y	central	M	0	0	1	S			neg
alci	alçar	VMSP3S0Y	central	M	0	0	3	S			neg
alcin	alçar	VMSP3P0Y	central	M	0	0	3	P			neg
alcis	alçar	VMSP2S0Y	central	M	0	0	2	S			neg
anem	anar	VMSP1P00	central	M	0	0	1	P			neg
aneu	anar	VMSP2P00	central	M	0	0	2	P			neg
aïllem	aïllar	VMSP1P00	central	M	0	0	1	P			neg
aïlleu	aïllar	VMSP2P00	central	M	0	0	2	P			neg
aïlli	aïllar	VMSP1S0Y	central	M	0	0	1	S			neg
aïlli	aïllar	VMSP3S0Y	central	M	0	0	3	S			neg
aïllin	aïllar	VMSP3P0Y	central	M	0	0	3	P			neg
aïllis	aïllar	VMSP2S0Y	central	M	0	0	2	S			neg
beneeixi	beneir	VMSP1S0Y	central	M	0	0	1	S			neg
beneeixi	beneir	VMSP3S0Y	central	M	0	0	3	S			neg
beneeixin	beneir	VMSP3P0Y	central	M	0	0	3	P			neg
beneeixis	beneir	VMSP2S0Y	central	M	0	0	2	S			neg
beneïm	beneir	VMSP1P00	central	M	0	0	1	P			neg
beneïu	beneir	VMSP2P00	central	M	0	0	2	P			neg
busquem	buscar	VMSP1P00	central	M	0	0	1	P			neg
busqueu	buscar	VMSP2P00	central	M	0	0	2	P			neg
busqui	buscar	VMSP1S0Y	central	M	0	0	1	S			neg
busqui	buscar	VMSP3S0Y	central	M	0	0	3	S			neg
busquin	buscar	VMSP3P0Y	central	M	0	0	3	P			neg
busquis	buscar	VMSP2S0Y	central	M	0	0	2	S			neg
caiguem	caure	VMSP1P00	central	M	0	0	1	P			neg
caigueu	caure	VMSP2P00	central	M	0	0	2	P			neg
caigui	caure	VMSP1S0Y	central	M	0	0	1	S			neg
caigui	caure	VMSP3S0Y	central	M	0	0	3	S			neg
caiguin	caure	VMSP3P0Y	central	M	0	0	3	P			neg
caiguis	caure	VMSP2S0Y	central	M	0	0	2	S			neg
caminem	caminar	VMSP1P00	central	M	0	0	1	P			neg
camineu	caminar	VMSP2P00	central	M	0	0	2	P			neg
camini	caminar	VMSP1S0Y	central	M	0	0	1	S			neg
camini	caminar	VMSP3S0Y	central	M	0	0	3	S			neg
caminin	caminar	VMSP3P0Y	central	M	0	0	3	P			neg
caminis	caminar	VMSP2S0Y	central	M	0	0	2	S			neg
capiguem	cabre	VMSP1P00	central	M	0	0	1	P			neg
capigueu	cabre	VMSP2P00	central	M	0	0	2	P			neg
complaguem	complaure	VMSP1P00	central	M	0	0	1	P			neg
complagueu	complaure	VMSP2P00	central	M	0	0	2	P			neg
complagui	complaure	VMSP1S0Y	central	M	0	0	1	S			neg
complagui	complaure	VMSP3S0Y	central	M	0	0	3	S			neg
complaguin	complaure	VMSP3P0Y	central	M	0	0	3	P			neg
complaguis	complaure	VMSP2S0Y	central	M	0	0	2	S			neg
creguem	creure	VMSP1P00	central	M	0	0	1	P			neg
cregueu	creure	VMSP2P00	central	M	0	0	2	P			neg
cregui	creure	VMSP1S0Y	central	M	0	0	1	S			neg
cregui	creure	VMSP3S0Y	central	M	0	0	3	S			neg
creguin	creure	VMSP3P0Y	central	M	0	0	3	P			neg
creguis	creure	VMSP2S0Y	central	M	0	0	2	S			neg
càpiga	cabre	VMSP1S00	central	M	0	0	1	S			neg
càpiga	cabre	VMSP3S00	central	M	0	0	3	S			neg
càpiguen	cabre	VMSP3P00	central	M	0	0	3	P			neg
càpigues	cabre	VMSP2S00	central	M	0	0	2	S			neg
deguem	deure	VMSP1P00	central	M	0	0	1	P			neg
degueu	deure	VMSP2P00	central	M	0	0	2	P			neg
degui	deure	VMSP1S0Y	central	M	0	0	1	S			neg
degui	deure	VMSP3S0Y	central	M	0	0	3	S			neg
deguin	deure	VMSP3P0Y	central	M	0	0	3	P			neg
deguis	deure	VMSP2S0Y	central	M	0	0	2	S			neg
delinqueixi	delinquir	VMSP1S0Y	central	M	0	0	1	S			neg
delinqueixi	delinquir	VMSP3S0Y	central	M	0	0	3	S			neg
delinqueixin	delinquir	VMSP3P0Y	central	M	0	0	3	P			neg
delinqueixis	delinquir	VMSP2S0Y	central	M	0	0	2	S			neg
delinquim	delinquir	VMSP1P00	central	M	0	0	1	P			neg
delinquiu	delinquir	VMSP2P00	central	M	0	0	2	P			neg
diguem	dir	VMSP1P00	central	M	0	0	1	P			neg
digueu	dir	VMSP2P00	central	M	0	0	2	P			neg
digui	dir	VMSP1S0Y	central	M	0	0	1	S			neg
digui	dir	VMSP3S0Y	central	M	0	0	3	S			neg
diguin	dir	VMSP3P0Y	central	M	0	0	3	P			neg
diguis	dir	VMSP2S0Y	central	M	0	0	2	S			neg
discerneixi	discernir	VMSP1S0Y	central	M	0	0	1	S			neg
discerneixi	discernir	VMSP3S0Y	central	M	0	0	3	S			neg
